Description,Manufacturer,Brand Name,Strength,Label Size,Pack Quantity,Min Price
CARTEOLOL HCL DR 1%  5ML OPTH,SANDOZ CS,OCUPRESS,1%,5 ML,1,5.67
CARVEDILOL PHOS CP 10MG 30 ER,AMNEAL PHARMACEUTICALS LLC CS,COREG CR,10MG,30 EA,1,108.47
CARVEDILOL PHOS CP 20MG 30 ER,AMNEAL PHARMACEUTICALS LLC CS,COREG CR,20MG,30 EA,1,113.27
CARVEDILOL PHOS CP 40MG 30 ER,AMNEAL PHARMACEUTICALS LLC CS,COREG CR,40MG,30 EA,1,113.27
CARVEDILOL PHOS CP 80MG 30 ER,AMNEAL PHARMACEUTICALS LLC CS,COREG CR,80MG,30 EA,1,103.67
CARVEDILOL TB 12.5MG 100,GLENMARK PHARMA INC USA CS,COREG,12.5MG,100 EA,1,2.97
CARVEDILOL TB 12.5MG 100,ZYDUS PHARMA USA INC CS,COREG,12.5MG,100 EA,1,1.87
CARVEDILOL TB 12.5MG 500,GLENMARK PHARMA INC USA CS,COREG,12.5MG,500 EA,1,14.87
CARVEDILOL TB 12.5MG 500,ZYDUS PHARMA USA INC CS,COREG,12.5MG,500 EA,1,7.17
CARVEDILOL TB 25MG 100,GLENMARK PHARMA INC USA CS,COREG,25MG,100 EA,1,4.67
CARVEDILOL TB 25MG 100,ZYDUS PHARMA USA INC CS,COREG,25MG,100 EA,1,2.77
CARVEDILOL TB 25MG 500,GLENMARK PHARMA INC USA CS,COREG,25MG,500 EA,1,19.87
CARVEDILOL TB 25MG 500,ZYDUS PHARMA USA INC CS,COREG,25MG,500 EA,1,10.87
CARVEDILOL TB 3.125MG 100,GLENMARK PHARMA INC USA CS,COREG,3.125MG,100 EA,1,2.57
CARVEDILOL TB 3.125MG 100,ZYDUS PHARMA USA INC CS,COREG,3.125MG,100 EA,1,1.77
CARVEDILOL TB 3.125MG 500,ZYDUS PHARMA USA INC CS,COREG,3.125MG,500 EA,1,4.07
CARVEDILOL TB 6.25MG 100,GLENMARK PHARMA INC USA CS,COREG,6.25MG,100 EA,1,2.67
CARVEDILOL TB 6.25MG 100,ZYDUS PHARMA USA INC CS,COREG,6.25MG,100 EA,1,1.77
CARVEDILOL TB 6.25MG 500,GLENMARK PHARMA INC USA CS,COREG,6.25MG,500 EA,1,14.17
CARVEDILOL TB 6.25MG 500,ZYDUS PHARMA USA INC CS,COREG,6.25MG,500 EA,1,5.97
CEFACLOR CP 500MG 30,CARLSBAD TECHNOLOGY INC CS,CECLOR,500MG,30 EA,1,25.37
CEFADROXIL CP 500MG 100,LUPIN PHARMA INC CS NCBNET,DURICEF,500MG,100 EA,1,15.37
CEFADROXIL PT 250MG/5ML 100ML,RISING PHARMA HOLDINGS INC CS,DURICEF,250MG/5ML,100 ML,1,11.97
CEFADROXIL PT 500MG/5ML 100ML,RISING PHARMA HOLDINGS INC CS,DURICEF,500MG/5ML,100 ML,1,14.47
CEFADROXIL PT 500MG/5ML 75ML ORPN,RISING PHARMA HOLDINGS INC CS,DURICEF,500MG/5ML,75 ML,1,16.37
CEFADROXIL TB 1GM 50,TEVA PHARMA CS,DURICEF,1GM,50 EA,1,127.47
CEFAZOLIN PR 1GM 25,HIKMA INJECTABLE,ANCEF,1GM,25X1EA,25,33.57
CEFDINIR CP 300MG 60,ASCEND LABORATORIES CS,OMNICEF,300MG,60 EA,1,41.17
CEFDINIR CP 300MG 60,AUROBINDO PHARMA USA CS,OMNICEF,300MG,60 EA,1,18.57
CEFDINIR PT 125MG/5ML 100ML,ASCEND LABORATORIES CS,OMNICEF,125MG/5ML,100 ML,1,9.27
CEFDINIR PT 125MG/5ML 60ML,ASCEND LABORATORIES CS,OMNICEF,125MG/5ML,60 ML,1,4.87
CEFDINIR PT 125MG/5ML 60ML STB,LUPIN PHARMA INC CS NCBNET,OMNICEF,125MG/5ML,60 ML,1,4.47
CEFDINIR PT 250MG/5ML 100ML,ASCEND LABORATORIES CS,OMNICEF,250MG/5ML,100 ML,1,9.97
CEFDINIR PT 250MG/5ML 100ML,TEVA PHARMA CS,OMNICEF,250MG/5ML,100 ML,1,34.47
CEFDINIR PT 250MG/5ML 60ML,ASCEND LABORATORIES CS,OMNICEF,250MG/5ML,60 ML,1,6.97
CEFIXIME CP 400MG 10UD,ASCEND LABORATORIES CS,SUPRAX,400MG,10 EA,1,132.87
CEFIXIME CP 400MG 10UD,LUPIN PHARMA INC CS NCBNET,SUPRAX,400MG,10 EA,1,153.17
CEFIXIME PT 100MG/5ML 50ML STB,AUROBINDO PHARMA USA CS,SUPRAX,100MG/5ML,50 ML,1,75.37
CEFIXIME PT 200MG/5ML 50ML STB,AUROBINDO PHARMA USA CS,SUPRAX,200MG/5ML,50 ML,1,142.37
CEFPODOXIME PROX PT100MG/5ML100ML,RISING PHARMA HOLDINGS INC CS,VANTIN,100MG/5ML,100 ML,1,101.37
CEFPODOXIME PROX PT100MG/5ML 50ML,RISING PHARMA HOLDINGS INC CS,VANTIN,100MG/5ML,50 ML,1,45.37
CEFPODOXIME PROX TB 100MG 20,AUROBINDO PHARMA USA CS,VANTIN,100MG,20 EA,1,35.07
CEFPODOXIME PROX TB 200MG 20,AUROBINDO PHARMA USA CS,VANTIN,200MG,20 EA,1,26.37
CEFPROZIL PT 125MG/5ML 100ML,RISING PHARMA HOLDINGS INC CS,CEFZIL,125MG/5ML,100 ML,1,8.77
CEFPROZIL PT 125MG/5ML 75ML,RISING PHARMA HOLDINGS INC CS,CEFZIL,125MG/5ML,75 ML,1,8.27
CEFPROZIL PT 250MG/5ML 100ML,RISING PHARMA HOLDINGS INC CS,CEFZIL,250MG/5ML,100 ML,1,8.57
CEFPROZIL PT 250MG/5ML 75ML,RISING PHARMA HOLDINGS INC CS,CEFZIL,250MG/5ML,75 ML,1,8.27
CEFPROZIL TB 250MG 100 CPLT,RISING PHARMA HOLDINGS INC CS,CEFZIL,250MG,100 EA,1,44.97
CEFPROZIL TB 500MG 50 CPLT,RISING PHARMA HOLDINGS INC CS,CEFZIL,500MG,50 EA,1,34.47
CEFTRIAXONE SOD PR 1GM 10,PFIZER INJECTABLE SI,ROCEPHIN,1GM,10X1EA,10,18.17
CEFTRIAXONE SOD PR 1GM 10,SANDOZ CS,ROCEPHIN,1GM,10X1EA,10,18.87
CEFTRIAXONE SOD PR 250MG 10,APOTEX CORP CS,ROCEPHIN,250MG,10X1EA,10,8.27
CEFTRIAXONE SOD PR 2GM 10,APOTEX CORP CS,ROCEPHIN,2GM,10X1EA,10,35.97
CEFTRIAXONE SOD PR 500MG 10,SANDOZ CS,ROCEPHIN,500MG,10X1EA,10,11.27
CEFUROXIME AXETIL TB 250MG 20CPLT,AUROBINDO PHARMA USA CS,CEFTIN,250MG,20 EA,1,4.47
CEFUROXIME AXETIL TB 250MG 60CPLT,AUROBINDO PHARMA USA CS,CEFTIN,250MG,60 EA,1,12.37
CEFUROXIME AXETIL TB 500MG 20CPLT,AUROBINDO PHARMA USA CS,CEFTIN,500MG,20 EA,1,6.57
CEFUROXIME AXETIL TB 500MG 60CPLT,AUROBINDO PHARMA USA CS,CEFTIN,500MG,60 EA,1,18.27
CELECOXIB CP 100MG 100,CIPLA USA INC CS,CELEBREX,100MG,100 EA,1,4.17
CELECOXIB CP 100MG 100,MICRO LABS USA INC CS,CELEBREX,100MG,100 EA,1,5.67
CELECOXIB CP 100MG 500,CIPLA USA INC CS,CELEBREX,100MG,500 EA,1,26.17
CELECOXIB CP 200MG 100,CIPLA USA INC CS,CELEBREX,200MG,100 EA,1,7.47
CELECOXIB CP 200MG 100,MICRO LABS USA INC CS,CELEBREX,200MG,100 EA,1,8.37
CELECOXIB CP 200MG 500,CIPLA USA INC CS,CELEBREX,200MG,500 EA,1,36.17
CELECOXIB CP 200MG 500,MICRO LABS USA INC CS,CELEBREX,200MG,500 EA,1,39.97
CELECOXIB CP 400MG 60,AUROBINDO PHARMA USA CS,CELEBREX,400MG,60 EA,1,14.87
CELECOXIB CP 50MG 60,CIPLA USA INC CS,CELEBREX,50MG,60 EA,1,3.77
CEPHALEXIN CP 250MG 100,ASCEND LABORATORIES CS,KEFLEX,250MG,100 EA,1,5.57
CEPHALEXIN CP 250MG 500,ASCEND LABORATORIES CS,KEFLEX,250MG,500 EA,1,27.37
CEPHALEXIN CP 500MG 100,ASCEND LABORATORIES CS,KEFLEX,500MG,100 EA,1,8.87
CEPHALEXIN CP 500MG 100,LUPIN PHARMA INC CS NCBNET,KEFLEX,500MG,100 EA,1,8.07
CEPHALEXIN CP 500MG 500,ASCEND LABORATORIES CS,KEFLEX,500MG,500 EA,1,37.87
CEPHALEXIN CP 750MG 20,ASCEND LABORATORIES CS,KEFLEX,750MG,20 EA,1,106.07
CEPHALEXIN PT 125MG/5ML 100ML STB,ASCEND LABORATORIES CS,KEFLEX,125MG/5ML,100 ML,1,7.17
CEPHALEXIN PT 125MG/5ML 200ML STB,ASCEND LABORATORIES CS,KEFLEX,125MG/5ML,200 ML,1,13.47
CEPHALEXIN PT 250MG/5ML 100ML,LUPIN PHARMA INC CS NCBNET,KEFLEX,250MG/5ML,100 ML,1,6.27
CEPHALEXIN PT 250MG/5ML 100ML STB,ASCEND LABORATORIES CS,KEFLEX,250MG/5ML,100 ML,1,5.67
CEPHALEXIN PT 250MG/5ML 200ML STB,ASCEND LABORATORIES CS,KEFLEX,250MG/5ML,200 ML,1,12.57
CEPHALEXIN TB 500MG 100,TEVA PHARMA CS,KEFLEX,500MG,100 EA,1,214.67
CEROVITE JR CW 60,MAJOR RUGBY LABS CHLC,POLY-VI-SOL W/IRON & ZINC,NOT AVAILABLE,60 EA,1,2.65
CEROVITE JR CW 60,MAJOR RUGBY LABS NLC,POLY-VI-SOL W/IRON & ZINC,NOT AVAILABLE,60 EA,1,2.65
CEROVITE SENIOR TB 60,MAJOR RUGBY LABS,CERTAVITE SENIOR,NOT AVAILABLE,60 EA,1,2.68
CERTA-VITE SENIOR TB 60 ANTOX,MAJOR PHARMACEUTICALS CS,,NOT AVAILABLE,60 EA,1,2.02
CERTA-VITE SENIOR TB 60 ANTOX,MAJOR PHARMACEUTICALS CS NLC,,NOT AVAILABLE,60 EA,1,2.02
CERTA-VITE SENIOR TB 90 50+,MAJOR RUGBY LAB CS NLC,,NOT AVAILABLE,90 EA,1,3.69
CERTA-VITE SENIOR TB 90 50+,MAJOR RUGBY LABS CS CHLC,,NOT AVAILABLE,90 EA,1,3.69
CERTA-VITE TB 130 W/ANTOX,MAJOR RUGBY LAB CS NLC,,NOT AVAILABLE,130 EA,1,4.01
CERTA-VITE TB 130 W/ANTOX,MAJOR RUGBY LABS CS CHLC,,NOT AVAILABLE,130 EA,1,4.01
CETIRIZINE HCL CW5MG30CHD TUT/FRT,SANDOZ CS,ZYRTEC,5MG,30 EA,1,42.57
CETIRIZINE HCL TB 10MG 100,MAJOR PHARMACEUTICALS CS NLC,,10MG,100 EA,1,4.24
CETIRIZINE HCL TB 10MG 100,MAJOR RUGBY LAB CS,,10MG,100 EA,1,4.24
CETIRIZINE HCL TB 10MG 30,MAJOR PHARMACEUTICALS CS CHLC,,10MG,30 EA,1,2.46
CETIRIZINE HCL TB 10MG 30,MAJOR PHARMACEUTICALS CS NLC,,10MG,30 EA,1,2.46
CETIRIZINE HCL TB 10MG 300,MAJOR PHARMACEUTICALS CS CHLC,,10MG,300 EA,1,13.72
CETIRIZINE HCL TB 10MG 300,MAJOR PHARMACEUTICALS CS NLC,,10MG,300 EA,1,13.72
CETIRIZINE HCL TB 10MG 45 A/R,MAJOR PHARMACEUTICALS CS NLC,,10MG,45 EA,1,4.37
CETIRIZINE HCL TB 10MG 500,MAJOR PHARMACEUTICALS CS CHLC,,10MG,500 EA,1,17.02
CETIRIZINE HCL TB 10MG 500,MAJOR PHARMACEUTICALS CS NLC,,10MG,500 EA,1,17.02
CETIRIZINE HCL TB 10MG 90,MAJOR PHARMACEUTICALS CS CHLC,,10MG,90 EA,1,5.88
CETIRIZINE HCL TB 10MG 90,MAJOR PHARMACEUTICALS CS NLC,,10MG,90 EA,1,5.88
CETIRIZINE SL 1MG/1ML 118ML CHD,MAJOR PHARMACEUTICALS CS NLC,,1MG/1ML,118 ML,1,4.33
CETIRIZINE SL 1MG/1ML 118ML CHD,QUAGEN PHARMA CS,ZYRTEC,1MG/1ML,118 ML,1,3.37
CETRORELIX ACET KT0.25MG W/DIL SY,APOTEX CORP CS,CETROTIDE,0.25MG,1 EA,1,96.47
CEVIMELINE HCL CP 30MG 100,AUROBINDO PHARMA USA CS,EVOXAC,30MG,100 EA,1,49.77
CHANTIX TB 1MG 56 CPLT,PFIZER USPG,,1MG,56 EA,1,464.63
CHANTIX TB 53 STARTER,PFIZER USPG,,NOT AVAILABLE,53 EA,1,464.63
CHEST/C/RLF DM TB 400-20MG 60 IR,MAJOR RUGBY LABS,,400-20MG,60 EA,1,3.48
CHEST/C/RLF PE TB 400-10MG 60 IR,MAJOR RUGBY LABS NLC,,400-10MG,60 EA,1,3.51
CHEST/C/RLF TB 400MG 60 IR,MAJOR RUGBY LABS CHLC,,400MG,60 EA,1,2.85
CHEST/C/RLF TB 400MG 60 IR,MAJOR RUGBY LABS NLC,,400MG,60 EA,1,2.85
CHILDRENS MULTIVIT CW 100 FRUIT,MAJOR RUGBY LABS CHLC,,NOT AVAILABLE,100 EA,1,2.3
CHILDRENS MULTIVIT CW 100 FRUIT,MAJOR RUGBY LABS NLC,,NOT AVAILABLE,100 EA,1,2.3
CHLORHEX GLUC LQ 0.12% 473ML,XTTRIUM LABS CS,PERIDEX,0.12%,473 ML,1,1.97
CHLOROQUINE PHOS TB 250MG 50,AMNEAL PHARMACEUTICALS LLC CS,ARALEN,250MG,50 EA,1,125.97
CHLOROQUINE PHOS TB 500MG 25,AMNEAL PHARMACEUTICALS LLC CS,ARALEN PHOSPHATE,500MG,25 EA,1,168.17
CHLORPHENIRAMINE MAL TB 4MG 100,MAJOR PHARMACEUTICALS CHLC,,4MG,100 EA,1,0.83
CHLORPHENIRAMINE MAL TB 4MG 100,MAJOR PHARMACEUTICALS NLC,,4MG,100 EA,1,0.83
CHLORPHENIRAMINE MAL TB 4MG 1000,MAJOR PHARMACEUTICALS,CHLOR-TRIMENTON,4MG,1000 EA,1,4.45
CHLORPROMAZINE LQ 100MG/ML 240ML,SANDOZ CS,THORAZINE,100MG/ML,240 ML,1,1790.97
CHLORPROMAZINE LQ 30MG/ML 120ML,SANDOZ CS,THORAZINE,30MG/ML,120 ML,1,416.67
CHLORPROMAZINE TB 100MG 100,UPSHER SMITH LABS LLC CS,THORAZINE,100MG,100 EA,1,42.07
CHLORPROMAZINE TB 100MG 1000,UPSHER SMITH LABS LLC CS,THORAZINE,100MG,1000 EA,1,423.17
CHLORPROMAZINE TB 10MG 100,UPSHER SMITH LABS LLC CS,THORAZINE,10MG,100 EA,1,21.27
CHLORPROMAZINE TB 200MG 100,UPSHER SMITH LABS LLC CS,THORAZINE,200MG,100 EA,1,67.37
CHLORPROMAZINE TB 200MG 1000,UPSHER SMITH LABS LLC CS,THORAZINE,200MG,1000 EA,1,594.17
CHLORPROMAZINE TB 25MG 100,UPSHER SMITH LABS LLC CS,THORAZINE,25MG,100 EA,1,23.07
CHLORPROMAZINE TB 50MG 100,UPSHER SMITH LABS LLC CS,THORAZINE,50MG,100 EA,1,23.17
CHLORTHALIDONE TB 25MG 100,LIFESTAR PHARMA LLC CS,HYGROTON,25MG,100 EA,1,3.47
CHLORTHALIDONE TB 25MG 100,NIVAGEN PHARMACEUTICALS CS,HYGROTON,25MG,100 EA,1,6.37
CHLORTHALIDONE TB 25MG 100,RISING PHARMA HOLDINGS INC CS,HYGROTON,25MG,100 EA,1,15.57
CHLORTHALIDONE TB 25MG 1000,LIFESTAR PHARMA LLC CS,HYGROTON,25MG,1000 EA,1,28.07
CHLORTHALIDONE TB 50MG 100,LIFESTAR PHARMA LLC CS,HYGROTON,50MG,100 EA,1,6.37
CHLORZOXAZONE TB 375MG 100 CPLT,AUROBINDO PHARMA USA CS,PARAFON FORTE DSC,375MG,100 EA,1,35.37
CHLORZOXAZONE TB 500MG 100,AUROBINDO PHARMA USA CS,PARAFON FORTE DSC,500MG,100 EA,1,19.57
CHLORZOXAZONE TB 500MG 500,AUROBINDO PHARMA USA CS,PARAFON FORTE DSC,500MG,500 EA,1,98.87
CHLORZOXAZONE TB 750MG 100 CPLT,AUROBINDO PHARMA USA CS,PARAFON FORTE DSC,750MG,100 EA,1,51.27
CHOLESTYRAMINE LIGHT PK 4GM 60,ZYDUS PHARMA USA INC CS,QUESTRAN LIGHT,4GM,60 EA,1,45.17
CHOLESTYRAMINE LIGHT PW 210GM,ENDO USA INC CS,QUESTRAN LIGHT,4GM,210 GM,1,56.37
CHOLESTYRAMINE PK 4GM 60,ENDO USA INC CS,QUESTRAN,4GM,60 EA,1,49.57
CHOLESTYRAMINE PW 378GM,ENDO USA INC CS,QUESTRAN,4GM,378 GM,1,36.97
CHOLESTYRAMINE PW 4GM 231GM O/V,ZYDUS PHARMA USA INC CS,QUESTRAN LIGHT,4GM,231 GM,1,26.87
CICLOPIROX CR 0.77% 15GM TUBE,TARO PHARMACEUTICALS USA CS,LOPROX,0.77%,15 GM,1,3.07
CICLOPIROX CR 0.77% 30GM TUBE,TARO PHARMACEUTICALS USA CS,LOPROX,0.77%,30 GM,1,4.27
CICLOPIROX CR 0.77% 90GM TUBE,TARO PHARMACEUTICALS USA CS,LOPROX,0.77%,90 GM,1,8.27
CICLOPIROX GL 0.77% 100GM,PADAGIS US LLC RX CS,LOPROX,0.77%,100 GM,1,54.87
CICLOPIROX GL 0.77% 30GM,PADAGIS US LLC RX CS,LOPROX,0.77%,30 GM,1,19.97
CICLOPIROX GL 0.77% 45GM,PADAGIS US LLC RX CS,LOPROX,0.77%,45 GM,1,29.67
CICLOPIROX SH 1% 120ML,PADAGIS US LLC RX CS,LOPROX,1%,120 ML,1,26.97
CICLOPIROX SH 1% 120ML TOP,TEVA PHARMA CS,LOPROX,1%,120 ML,1,29.67
CICLOPIROX SL 8% 6.6ML TOP,ACELLA PHARMACEUTICALS CS,PENLAC,8%,6.6 ML,1,5.87
CICLOPIROX SS 0.77% 30ML TOP,PADAGIS US LLC RX CS,LOPROX,0.77%,30 ML,1,15.57
CICLOPIROX SS 0.77% 60ML TOP,PADAGIS US LLC RX CS,LOPROX,0.77%,60 ML,1,28.07
CILOSTAZOL TB 100MG 60,APOTEX CORP CS,PLETAL,100MG,60 EA,1,5.87
CILOSTAZOL TB 50MG 60,APOTEX CORP CS,PLETAL,50MG,60 EA,1,3.97
CIMETIDINE TB 200MG 100,MYLAN PHARM CS,TAGAMET,200MG,100 EA,1,24.87
CIMETIDINE TB 800MG 100,MYLAN PHARM CS,TAGAMET,800MG,100 EA,1,71.17
CINACALCET HCL TB 30MG 30,CIPLA USA INC CS,SENSIPAR,30MG,30 EA,1,12.47
CINACALCET HCL TB 30MG 30,STRIDES PHARMA INC CS NCBNET,SENSIPAR,30MG,30 EA,1,7.97
CINACALCET HCL TB 60MG 30,CIPLA USA INC CS,SENSIPAR,60MG,30 EA,1,24.27
CINACALCET HCL TB 60MG 30,STRIDES PHARMA INC CS NCBNET,SENSIPAR,60MG,30 EA,1,14.47
CINACALCET HCL TB 90MG 30,STRIDES PHARMA INC CS NCBNET,SENSIPAR,90MG,30 EA,1,23.27
CIPRO/DEX DR 0.3-0.1% 7.5ML OTSS,DR REDDYS LABS INC CS,CIPRODEX,0.3-0.1%,7.5 ML,1,86.37
CIPRO/DEX DR 0.3-0.1% 7.5ML OTSS,SANDOZ CS,CIPRODEX,0.3-0.1%,7.5 ML,1,106.97
CIPRO/DEX DR .3-.1% 7.5ML OTSS,SUN PHARMACEUTICAL CS,CIPRODEX,0.3-0.1%,7.5 ML,1,117.67
CIPROFLOXACIN DR 0.3% 10ML OPTH,LEADING PHARMA LLC CS NCB,CILOXAN,0.3%,10 ML,1,13.17
CIPROFLOXACIN DR 0.3% 2.5ML OPTH,LEADING PHARMA LLC CS NCB,CILOXAN,0.3%,2.5 ML,1,4.67
CIPROFLOXACIN DR 0.3% 5ML OPTH,LEADING PHARMA LLC CS NCB,CILOXAN,0.3%,5 ML,1,6.87
CIPROFLOXACIN HCL TB 250MG 100,AUROBINDO PHARMA USA CS,CIPRO,250MG,100 EA,1,7.17
CIPROFLOXACIN HCL TB 500MG 100,AUROBINDO PHARMA USA CS,CIPRO,500MG,100 EA,1,9.07
CIPROFLOXACIN HCL TB 500MG 500,AUROBINDO PHARMA USA CS,CIPRO,500MG,500 EA,1,39.67
CIPROFLOXACIN HCL TB 750MG50 CPLT,AUROBINDO PHARMA USA CS,CIPRO,750MG,50 EA,1,9.67
CIPROFLOXACIN TB 250MG 100,AUROBINDO PHARMA USA CS,,250MG,100 EA,1,7.27
CITALOPRAM SL 10MG/5ML 240 PPMNT,CAMBER PHARMA CS,CELEXA,10MG/5ML,240 ML,1,37.97
CITALOPRAM TB 10MG 100,MYLAN PHARM CS,CELEXA,10MG,100 EA,1,1.67
CITALOPRAM TB 10MG 500,CIPLA USA INC CS,CELEXA,10MG,500 EA,1,8.57
CITALOPRAM TB 20MG 100,MYLAN PHARM CS,CELEXA,20MG,100 EA,1,2.07
CITALOPRAM TB 20MG 500,CIPLA USA INC CS,CELEXA,20MG,500 EA,1,9.67
CITALOPRAM TB 40MG 100,MYLAN PHARM CS,CELEXA,40MG,100 EA,1,2.57
CITALOPRAM TB 40MG 500,CIPLA USA INC CS,CELEXA,40MG,500 EA,1,13.67
CITRUS CALC/VITA D TB 100,MAJOR RUGBY LABS CHLC,CITRACAL,NOT AVAILABLE,100 EA,1,4.1
CITRUS CALC/VITA D TB 100,MAJOR RUGBY LABS NLC,CITRACAL,NOT AVAILABLE,100 EA,1,4.1
CLARITHROMYCIN ER TB500MG 60 CPLT,LANNETT CO INC CS,BIAXIN XL,500MG,60 EA,1,150.87
CLARITHROMYCIN PT 125MG/5ML 100ML,SANDOZ CS,BIAXIN,125MG/5ML,100 ML,1,55.77
CLARITHROMYCIN PT 125MG/5ML 50ML,SANDOZ CS,BIAXIN,125MG/5ML,50 ML,1,29.07
CLARITHROMYCIN PT 250MG/5ML 100ML,SANDOZ CS,BIAXIN,250MG/5ML,100 ML,1,83.87
CLARITHROMYCIN PT 250MG/5ML 50ML,SANDOZ CS,BIAXIN,250MG/5ML,50 ML,1,41.17
CLARITHROMYCIN TB 250MG 60,RISING PHARMA HOLDINGS INC CS,BIAXIN,250MG,60 EA,1,19.27
CLARITHROMYCIN TB 500MG 60,RISING PHARMA HOLDINGS INC CS,BIAXIN,500MG,60 EA,1,22.27
CLASSIC PRENATAL TB 100,MAJOR RUGBY LABS CHLC,,NOT AVAILABLE,100 EA,1,4.09
CLASSIC PRENATAL TB 100,MAJOR RUGBY LABS NLC,,NOT AVAILABLE,100 EA,1,4.09
CLCH/PROBEN TB 0.5-500MG 100 CPLT,INGENUS PHARMACEUTICALS LLC CS,COLBENEMID,0.5-500MG,100 EA,1,62.97
CLCH/PROBEN TB 0.5-500MG 100 CPLT,RISING PHARMA HOLDINGS INC CS,COLBENEMID,0.5-500MG,100 EA,1,47.17
CLINDAMY/BENZOYL GL 1.2-2.5% 50GM,PADAGIS US LLC RX CS,ACANYA,1.2-2.5%,50 GM,1,40.57
CLINDAMY/BENZOYL GL 1.2-3.75% 50G,TARO PHARMACEUTICALS USA CS,ONEXTON,1.2-3.75%,50 GM,1,93.67
CLINDAMY/BENZOYL GL 1.2-5% 45GM,ENCUBE ETHICALS INC CS,DUAC,1.2-5%,45 GM,1,12.07
CLINDAMY/BENZOYL GL 1.2-5% 45GM,TARO PHARMACEUTICALS USA CS,DUAC,1.2-5%,45 GM,1,51.57
CLINDAMY/BENZOYL GL 1-5% 25GM TOP,PADAGIS US LLC RX CS,BENZACLIN,1-5%,25 GM,1,16.37
CLINDAMY/BENZOYL GL 1-5% 35GM PMP,PADAGIS US LLC RX CS,BENZACLIN,1-5%,35 GM,1,34.97
CLINDAMY/BENZOYL GL 1-5% 50GM PMP,PADAGIS US LLC RX CS,BENZACLIN,1-5%,50 GM,1,37.87
CLINDAMY/BENZOYL GL 1-5% 50GM TOP,PADAGIS US LLC RX CS,BENZACLIN,1-5%,50 GM,1,24.97
CLINDAMYCIN CP 150MG 100,SUN PHARMACEUTICAL CS,CLEOCIN HCL,150MG,100 EA,1,6.17
CLINDAMYCIN CP 150MG 500,SUN PHARMACEUTICAL CS,CLEOCIN HCL,150MG,500 EA,1,34.07
CLINDAMYCIN CP 300MG 100,AUROBINDO PHARMA USA CS,CLEOCIN HCL,300MG,100 EA,1,13.97
CLINDAMYCIN PAL PT 75MG/5ML 100ML,AVET PHARMA INC CS,CLEOCIN,75MG/5ML,100 ML,1,13.87
CLINDAMYCIN PHOS CR 2% 40GM VAG,SANDOZ CS,CLEOCIN,2%,40 GM,1,47.77
CLINDAMYCIN PHOS FM 1% 100GM,PADAGIS US LLC RX CS,EVOCLIN,1%,100 GM,1,148.67
CLINDAMYCIN PHOS FM 1% 100GM TOP,TARO PHARMACEUTICALS USA CS,,1%,100 GM,1,107.47
CLINDAMYCIN PHOS FM 1% 50GM,PADAGIS US LLC RX CS,EVOCLIN,1%,50 GM,1,126.37
CLINDAMYCIN PHOS FM 1% 50GM TOP,TARO PHARMACEUTICALS USA CS,,1%,50 GM,1,82.07
CLINDAMYCIN PHOS GL 1% 30GM TOP,ENCUBE ETHICALS INC CS,CLEOCIN T,1%,30 GM,1,3.47
CLINDAMYCIN PHOS GL 1% 30GM TOP,SOLARIS PHARMA CORP CS,CLEOCIN T,1%,30 GM,1,18.07
CLINDAMYCIN PHOS GL 1% 60GM TOP,ENCUBE ETHICALS INC CS,CLEOCIN T,1%,60 GM,1,6.57
CLINDAMYCIN PHOS GL 1% 60GM TOP,PADAGIS US LLC RX CS,CLEOCIN T,1%,60 GM,1,7.37
CLINDAMYCIN PHOS GL 1% 60GM TOP,SOLARIS PHARMA CORP CS,CLEOCIN T,1%,60 GM,1,36.27
CLINDAMYCIN PHOS GL 1% 75ML TOP,BAUSCH HEALTH US LLC CS,CLINDAGEL,1%,75 ML,1,623.67
CLINDAMYCIN PHOS LT 1% 60ML,ENCUBE ETHICALS INC CS,CLEOCIN T,1%,60 ML,1,12.87
CLINDAMYCIN PHOS PA 1%  60 JAR,PADAGIS US LLC RX CS,CLEOCIN,1%,60 EA,1,11.07
CLINDAMYCIN PHOS SL 1% 30ML TOP,PADAGIS US LLC RX CS,CLEOCIN T,1%,30 ML,1,4.97
CLINDAMYCIN PHOS SL 1%  60ML TOP,SANDOZ CS,CLEOCIN T,1%,60 ML,1,7.97
CLINDAMYCIN PHOS SL 1% 60ML TOP,PADAGIS US LLC RX CS,CLEOCIN T,1%,60 ML,1,7.17
CLINDAMY/TRET GL 1.2-0.025% 30GM,BAUSCH HEALTH US LLC CS,ZIANA,1.2-0.025%,30 GM,1,119.67
CLINDAMY/TRET GL 1.2-0.025% 30GM,ENCUBE ETHICALS INC CS,VELTIN,1.2-0.025%,30 GM,1,95.77
CLINDAMY/TRET GL 1.2-0.025% 60GM,BAUSCH HEALTH US LLC CS,ZIANA,1.2-0.025%,60 GM,1,231.17
CLINDAMY/TRET GL 1.2-0.025% 60GM,ENCUBE ETHICALS INC CS,VELTIN,1.2-0.025%,60 GM,1,204.97
CLINPRO 5000 PS 1.1% 113GM BGM,SOLVENTUM ESPE BRAND,,1.1%,113 GM,1,11.76
CLINPRO 5000 PS 1.1% 113GM SMNT,SOLVENTUM ESPE BRAND,,1.1%,113 GM,1,11.76
CLINPRO 5000 PS 1.1% 113GM VMNT,SOLVENTUM ESPE BRAND,,1.1%,113 GM,1,11.76
